MT03_enzy_WGS	data/MT03_enzy_WGS/MT03_enzy_WGS_1.fq.gz	data/MT03_enzy_WGS/MT03_enzy_WGS_2.fq.gz	enzy_WGS
MT04_enzy_WGS	data/MT04_enzy_WGS/MT04_enzy_WGS_1.fq.gz	data/MT04_enzy_WGS/MT04_enzy_WGS_2.fq.gz	enzy_WGS
